WeekBeginning,WeekEnding,AgeGroup,Pathogen,RatePer100000
20210524,20210530,65-74 years,Parainfluenza virus,0.2
20210524,20210530,65-74 years,Respiratory syncytial virus,0
20210524,20210530,65-74 years,Rhinovirus,0.9
20210524,20210530,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0.3
20210524,20210530,75+ years,Adenovirus,0
20210524,20210530,75+ years,Human metapneumovirus,0
20210524,20210530,75+ years,Influenza - Type A (any subtype),0.2
20210524,20210530,75+ years,Influenza - Type A (not subtyped),0.2
20210524,20210530,75+ years,Influenza - Type A or B,0.2
20210524,20210530,75+ years,Influenza - Type A(H1N1)pdm09,0
20210524,20210530,75+ years,Influenza - Type A(H3),0
20210524,20210530,75+ years,Influenza - Type B,0
20210524,20210530,75+ years,Mycoplasma pneumoniae,0
20210524,20210530,75+ years,Parainfluenza virus,0.4
20210524,20210530,75+ years,Respiratory syncytial virus,0
20210524,20210530,75+ years,Rhinovirus,0.4
20210524,20210530,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20210531,20210606,<1 years,Adenovirus,28.8
20210531,20210606,<1 years,Human metapneumovirus,10.3
20210531,20210606,<1 years,Influenza - Type A (any subtype),0
20210531,20210606,<1 years,Influenza - Type A (not subtyped),0
20210531,20210606,<1 years,Influenza - Type A or B,0
20210531,20210606,<1 years,Influenza - Type A(H1N1)pdm09,0
20210531,20210606,<1 years,Influenza - Type A(H3),0
20210531,20210606,<1 years,Influenza - Type B,0
20210531,20210606,<1 years,Mycoplasma pneumoniae,0
20210531,20210606,<1 years,Parainfluenza virus,67.9
20210531,20210606,<1 years,Respiratory syncytial virus,0
20210531,20210606,<1 years,Rhinovirus,78.1
20210531,20210606,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),24.7
20210531,20210606,1-4 years,Adenovirus,15.3
20210531,20210606,1-4 years,Human metapneumovirus,2.3
20210531,20210606,1-4 years,Influenza - Type A (any subtype),0
20210531,20210606,1-4 years,Influenza - Type A (not subtyped),0
20210531,20210606,1-4 years,Influenza - Type A or B,0
20210531,20210606,1-4 years,Influenza - Type A(H1N1)pdm09,0
20210531,20210606,1-4 years,Influenza - Type A(H3),0
20210531,20210606,1-4 years,Influenza - Type B,0
20210531,20210606,1-4 years,Mycoplasma pneumoniae,0
20210531,20210606,1-4 years,Parainfluenza virus,55.8
20210531,20210606,1-4 years,Respiratory syncytial virus,0
20210531,20210606,1-4 years,Rhinovirus,41.4
20210531,20210606,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),17.2
20210531,20210606,5-14 years,Adenovirus,0.2
20210531,20210606,5-14 years,Human metapneumovirus,0.5
20210531,20210606,5-14 years,Influenza - Type A (any subtype),0
20210531,20210606,5-14 years,Influenza - Type A (not subtyped),0
20210531,20210606,5-14 years,Influenza - Type A or B,0
20210531,20210606,5-14 years,Influenza - Type A(H1N1)pdm09,0
20210531,20210606,5-14 years,Influenza - Type A(H3),0
20210531,20210606,5-14 years,Influenza - Type B,0
20210531,20210606,5-14 years,Mycoplasma pneumoniae,0
20210531,20210606,5-14 years,Parainfluenza virus,3.5
20210531,20210606,5-14 years,Respiratory syncytial virus,0
20210531,20210606,5-14 years,Rhinovirus,4.9
20210531,20210606,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),2.7
20210531,20210606,15-44 years,Adenovirus,0.1
20210531,20210606,15-44 years,Human metapneumovirus,0.1
20210531,20210606,15-44 years,Influenza - Type A (any subtype),0
20210531,20210606,15-44 years,Influenza - Type A (not subtyped),0
20210531,20210606,15-44 years,Influenza - Type A or B,0
20210531,20210606,15-44 years,Influenza - Type A(H1N1)pdm09,0
20210531,20210606,15-44 years,Influenza - Type A(H3),0
20210531,20210606,15-44 years,Influenza - Type B,0
20210531,20210606,15-44 years,Mycoplasma pneumoniae,0
20210531,20210606,15-44 years,Parainfluenza virus,0.4
20210531,20210606,15-44 years,Respiratory syncytial virus,0
20210531,20210606,15-44 years,Rhinovirus,1.2
20210531,20210606,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.5
20210531,20210606,45-64 years,Adenovirus,0.1
20210531,20210606,45-64 years,Human metapneumovirus,0
20210531,20210606,45-64 years,Influenza - Type A (any subtype),0
20210531,20210606,45-64 years,Influenza - Type A (not subtyped),0
20210531,20210606,45-64 years,Influenza - Type A or B,0
20210531,20210606,45-64 years,Influenza - Type A(H1N1)pdm09,0
20210531,20210606,45-64 years,Influenza - Type A(H3),0
20210531,20210606,45-64 years,Influenza - Type B,0
20210531,20210606,45-64 years,Mycoplasma pneumoniae,0
20210531,20210606,45-64 years,Parainfluenza virus,0.4
20210531,20210606,45-64 years,Respiratory syncytial virus,0
20210531,20210606,45-64 years,Rhinovirus,1.2
20210531,20210606,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.3
20210531,20210606,65-74 years,Adenovirus,0.3
20210531,20210606,65-74 years,Human metapneumovirus,0
20210531,20210606,65-74 years,Influenza - Type A (any subtype),0
20210531,20210606,65-74 years,Influenza - Type A (not subtyped),0
20210531,20210606,65-74 years,Influenza - Type A or B,0.2
20210531,20210606,65-74 years,Influenza - Type A(H1N1)pdm09,0
20210531,20210606,65-74 years,Influenza - Type A(H3),0
20210531,20210606,65-74 years,Influenza - Type B,0.2
20210531,20210606,65-74 years,Mycoplasma pneumoniae,0
20210531,20210606,65-74 years,Parainfluenza virus,0.9
20210531,20210606,65-74 years,Respiratory syncytial virus,0
20210531,20210606,65-74 years,Rhinovirus,1
20210531,20210606,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0.5
20210531,20210606,75+ years,Adenovirus,0
20210531,20210606,75+ years,Human metapneumovirus,0
20210531,20210606,75+ years,Influenza - Type A (any subtype),0
20210531,20210606,75+ years,Influenza - Type A (not subtyped),0
20210531,20210606,75+ years,Influenza - Type A or B,0
20210531,20210606,75+ years,Influenza - Type A(H1N1)pdm09,0
20210531,20210606,75+ years,Influenza - Type A(H3),0
20210531,20210606,75+ years,Influenza - Type B,0
20210531,20210606,75+ years,Mycoplasma pneumoniae,0
20210531,20210606,75+ years,Parainfluenza virus,0.6
20210531,20210606,75+ years,Respiratory syncytial virus,0
20210531,20210606,75+ years,Rhinovirus,1.5
20210531,20210606,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),1.1
20210607,20210613,<1 years,Adenovirus,20.6
20210607,20210613,<1 years,Human metapneumovirus,0
20210607,20210613,<1 years,Influenza - Type A (any subtype),0
20210607,20210613,<1 years,Influenza - Type A (not subtyped),0
20210607,20210613,<1 years,Influenza - Type A or B,0
20210607,20210613,<1 years,Influenza - Type A(H1N1)pdm09,0
20210607,20210613,<1 years,Influenza - Type A(H3),0
20210607,20210613,<1 years,Influenza - Type B,0
20210607,20210613,<1 years,Mycoplasma pneumoniae,0
20210607,20210613,<1 years,Parainfluenza virus,65.8
20210607,20210613,<1 years,Respiratory syncytial virus,0
20210607,20210613,<1 years,Rhinovirus,88.4
20210607,20210613,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),24.7
20210607,20210613,1-4 years,Adenovirus,16.3
20210607,20210613,1-4 years,Human metapneumovirus,2.8
20210607,20210613,1-4 years,Influenza - Type A (any subtype),0
20210607,20210613,1-4 years,Influenza - Type A (not subtyped),0
20210607,20210613,1-4 years,Influenza - Type A or B,0
20210607,20210613,1-4 years,Influenza - Type A(H1N1)pdm09,0
20210607,20210613,1-4 years,Influenza - Type A(H3),0
20210607,20210613,1-4 years,Influenza - Type B,0
20210607,20210613,1-4 years,Mycoplasma pneumoniae,0
20210607,20210613,1-4 years,Parainfluenza virus,57.6
20210607,20210613,1-4 years,Respiratory syncytial virus,1.4
20210607,20210613,1-4 years,Rhinovirus,40
20210607,20210613,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),15.3
20210607,20210613,5-14 years,Adenovirus,0.8
20210607,20210613,5-14 years,Human metapneumovirus,0
20210607,20210613,5-14 years,Influenza - Type A (any subtype),0
20210607,20210613,5-14 years,Influenza - Type A (not subtyped),0
20210607,20210613,5-14 years,Influenza - Type A or B,0
20210607,20210613,5-14 years,Influenza - Type A(H1N1)pdm09,0
20210607,20210613,5-14 years,Influenza - Type A(H3),0
20210607,20210613,5-14 years,Influenza - Type B,0
20210607,20210613,5-14 years,Mycoplasma pneumoniae,0
20210607,20210613,5-14 years,Parainfluenza virus,2.2
20210607,20210613,5-14 years,Respiratory syncytial virus,0
20210607,20210613,5-14 years,Rhinovirus,4.5
20210607,20210613,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.8
20210607,20210613,15-44 years,Adenovirus,0.1
20210607,20210613,15-44 years,Human metapneumovirus,0.1
20210607,20210613,15-44 years,Influenza - Type A (any subtype),0
20210607,20210613,15-44 years,Influenza - Type A (not subtyped),0
20210607,20210613,15-44 years,Influenza - Type A or B,0
20210607,20210613,15-44 years,Influenza - Type A(H1N1)pdm09,0
20210607,20210613,15-44 years,Influenza - Type A(H3),0
20210607,20210613,15-44 years,Influenza - Type B,0
20210607,20210613,15-44 years,Mycoplasma pneumoniae,0
20210607,20210613,15-44 years,Parainfluenza virus,0.4
20210607,20210613,15-44 years,Respiratory syncytial virus,0
20210607,20210613,15-44 years,Rhinovirus,1.3
20210607,20210613,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.4
20210607,20210613,45-64 years,Adenovirus,0.2
20210607,20210613,45-64 years,Human metapneumovirus,0
20210607,20210613,45-64 years,Influenza - Type A (any subtype),0
20210607,20210613,45-64 years,Influenza - Type A (not subtyped),0
20210607,20210613,45-64 years,Influenza - Type A or B,0
20210607,20210613,45-64 years,Influenza - Type A(H1N1)pdm09,0
20210607,20210613,45-64 years,Influenza - Type A(H3),0
20210607,20210613,45-64 years,Influenza - Type B,0
20210607,20210613,45-64 years,Mycoplasma pneumoniae,0
20210607,20210613,45-64 years,Parainfluenza virus,0.8
20210607,20210613,45-64 years,Respiratory syncytial virus,0
20210607,20210613,45-64 years,Rhinovirus,1
20210607,20210613,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.4
20210607,20210613,65-74 years,Adenovirus,0.2
20210607,20210613,65-74 years,Human metapneumovirus,0
20210607,20210613,65-74 years,Influenza - Type A (any subtype),0
20210607,20210613,65-74 years,Influenza - Type A (not subtyped),0
20210607,20210613,65-74 years,Influenza - Type A or B,0
20210607,20210613,65-74 years,Influenza - Type A(H1N1)pdm09,0
20210607,20210613,65-74 years,Influenza - Type A(H3),0
20210607,20210613,65-74 years,Influenza - Type B,0
20210607,20210613,65-74 years,Mycoplasma pneumoniae,0
20210607,20210613,65-74 years,Parainfluenza virus,0.7
20210607,20210613,65-74 years,Respiratory syncytial virus,0
20210607,20210613,65-74 years,Rhinovirus,1.4
20210607,20210613,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0.5
20210607,20210613,75+ years,Adenovirus,0.4
20210607,20210613,75+ years,Human metapneumovirus,0
20210607,20210613,75+ years,Influenza - Type A (any subtype),0
20210607,20210613,75+ years,Influenza - Type A (not subtyped),0
20210607,20210613,75+ years,Influenza - Type A or B,0
20210607,20210613,75+ years,Influenza - Type A(H1N1)pdm09,0
20210607,20210613,75+ years,Influenza - Type A(H3),0
20210607,20210613,75+ years,Influenza - Type B,0
20210607,20210613,75+ years,Mycoplasma pneumoniae,0
20210607,20210613,75+ years,Parainfluenza virus,1.5
20210607,20210613,75+ years,Respiratory syncytial virus,0
20210607,20210613,75+ years,Rhinovirus,0.6
20210607,20210613,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20210614,20210620,<1 years,Adenovirus,10.3
20210614,20210620,<1 years,Human metapneumovirus,4.1
20210614,20210620,<1 years,Influenza - Type A (any subtype),0
20210614,20210620,<1 years,Influenza - Type A (not subtyped),0
20210614,20210620,<1 years,Influenza - Type A or B,0
20210614,20210620,<1 years,Influenza - Type A(H1N1)pdm09,0
20210614,20210620,<1 years,Influenza - Type A(H3),0
20210614,20210620,<1 years,Influenza - Type B,0
20210614,20210620,<1 years,Mycoplasma pneumoniae,0
20210614,20210620,<1 years,Parainfluenza virus,59.6
20210614,20210620,<1 years,Respiratory syncytial virus,0
20210614,20210620,<1 years,Rhinovirus,55.5
20210614,20210620,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),16.4
20210614,20210620,1-4 years,Adenovirus,13.9
20210614,20210620,1-4 years,Human metapneumovirus,0.9
20210614,20210620,1-4 years,Influenza - Type A (any subtype),0
20210614,20210620,1-4 years,Influenza - Type A (not subtyped),0
20210614,20210620,1-4 years,Influenza - Type A or B,0
20210614,20210620,1-4 years,Influenza - Type A(H1N1)pdm09,0
20210614,20210620,1-4 years,Influenza - Type A(H3),0
20210614,20210620,1-4 years,Influenza - Type B,0
20210614,20210620,1-4 years,Mycoplasma pneumoniae,0
20210614,20210620,1-4 years,Parainfluenza virus,57.6
20210614,20210620,1-4 years,Respiratory syncytial virus,0.9
20210614,20210620,1-4 years,Rhinovirus,35.8
20210614,20210620,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),7.4
20210614,20210620,5-14 years,Adenovirus,0.5
20210614,20210620,5-14 years,Human metapneumovirus,0.3
20210614,20210620,5-14 years,Influenza - Type A (any subtype),0
20210614,20210620,5-14 years,Influenza - Type A (not subtyped),0
20210614,20210620,5-14 years,Influenza - Type A or B,0
20210614,20210620,5-14 years,Influenza - Type A(H1N1)pdm09,0
20210614,20210620,5-14 years,Influenza - Type A(H3),0
20210614,20210620,5-14 years,Influenza - Type B,0
20210614,20210620,5-14 years,Mycoplasma pneumoniae,0
20210614,20210620,5-14 years,Parainfluenza virus,3.9
20210614,20210620,5-14 years,Respiratory syncytial virus,0
20210614,20210620,5-14 years,Rhinovirus,3.2
20210614,20210620,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),2.2
20210614,20210620,15-44 years,Adenovirus,0.2
20210614,20210620,15-44 years,Human metapneumovirus,0
20210614,20210620,15-44 years,Influenza - Type A (any subtype),0
20210614,20210620,15-44 years,Influenza - Type A (not subtyped),0
20210614,20210620,15-44 years,Influenza - Type A or B,0
20210614,20210620,15-44 years,Influenza - Type A(H1N1)pdm09,0
20210614,20210620,15-44 years,Influenza - Type A(H3),0
20210614,20210620,15-44 years,Influenza - Type B,0
20210614,20210620,15-44 years,Mycoplasma pneumoniae,0
20210614,20210620,15-44 years,Parainfluenza virus,0.5
20210614,20210620,15-44 years,Respiratory syncytial virus,0
20210614,20210620,15-44 years,Rhinovirus,0.7
20210614,20210620,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.3
20210614,20210620,45-64 years,Adenovirus,0.1
20210614,20210620,45-64 years,Human metapneumovirus,0
20210614,20210620,45-64 years,Influenza - Type A (any subtype),0
20210614,20210620,45-64 years,Influenza - Type A (not subtyped),0
20210614,20210620,45-64 years,Influenza - Type A or B,0
20210614,20210620,45-64 years,Influenza - Type A(H1N1)pdm09,0
20210614,20210620,45-64 years,Influenza - Type A(H3),0
20210614,20210620,45-64 years,Influenza - Type B,0
20210614,20210620,45-64 years,Mycoplasma pneumoniae,0
20210614,20210620,45-64 years,Parainfluenza virus,0.8
20210614,20210620,45-64 years,Respiratory syncytial virus,0
20210614,20210620,45-64 years,Rhinovirus,0.9
20210614,20210620,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.1
20210614,20210620,65-74 years,Adenovirus,0
20210614,20210620,65-74 years,Human metapneumovirus,0.2
20210614,20210620,65-74 years,Influenza - Type A (any subtype),0
20210614,20210620,65-74 years,Influenza - Type A (not subtyped),0
20210614,20210620,65-74 years,Influenza - Type A or B,0.2
20210614,20210620,65-74 years,Influenza - Type A(H1N1)pdm09,0
20210614,20210620,65-74 years,Influenza - Type A(H3),0
20210614,20210620,65-74 years,Influenza - Type B,0.2
20210614,20210620,65-74 years,Mycoplasma pneumoniae,0
20210614,20210620,65-74 years,Parainfluenza virus,1
20210614,20210620,65-74 years,Respiratory syncytial virus,0
20210614,20210620,65-74 years,Rhinovirus,0.9
20210614,20210620,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210614,20210620,75+ years,Adenovirus,0.4
20210614,20210620,75+ years,Human metapneumovirus,0
20210614,20210620,75+ years,Influenza - Type A (any subtype),0
20210614,20210620,75+ years,Influenza - Type A (not subtyped),0
20210614,20210620,75+ years,Influenza - Type A or B,0.2
20210614,20210620,75+ years,Influenza - Type A(H1N1)pdm09,0
20210614,20210620,75+ years,Influenza - Type A(H3),0
20210614,20210620,75+ years,Influenza - Type B,0.2
20210614,20210620,75+ years,Mycoplasma pneumoniae,0
20210614,20210620,75+ years,Parainfluenza virus,0.6
20210614,20210620,75+ years,Respiratory syncytial virus,0
20210614,20210620,75+ years,Rhinovirus,0.6
20210614,20210620,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20210621,20210627,<1 years,Adenovirus,10.3
20210621,20210627,<1 years,Human metapneumovirus,16.4
20210621,20210627,<1 years,Influenza - Type A (any subtype),0
20210621,20210627,<1 years,Influenza - Type A (not subtyped),0
20210621,20210627,<1 years,Influenza - Type A or B,0
20210621,20210627,<1 years,Influenza - Type A(H1N1)pdm09,0
20210621,20210627,<1 years,Influenza - Type A(H3),0
20210621,20210627,<1 years,Influenza - Type B,0
20210621,20210627,<1 years,Mycoplasma pneumoniae,0
20210621,20210627,<1 years,Parainfluenza virus,63.7
20210621,20210627,<1 years,Respiratory syncytial virus,2.1
20210621,20210627,<1 years,Rhinovirus,67.9
20210621,20210627,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),14.4
20210621,20210627,1-4 years,Adenovirus,13.9
20210621,20210627,1-4 years,Human metapneumovirus,0.5
20210621,20210627,1-4 years,Influenza - Type A (any subtype),0
20210621,20210627,1-4 years,Influenza - Type A (not subtyped),0
20210621,20210627,1-4 years,Influenza - Type A or B,0
20210621,20210627,1-4 years,Influenza - Type A(H1N1)pdm09,0
20210621,20210627,1-4 years,Influenza - Type A(H3),0
20210621,20210627,1-4 years,Influenza - Type B,0
20210621,20210627,1-4 years,Mycoplasma pneumoniae,0
20210621,20210627,1-4 years,Parainfluenza virus,42.8
20210621,20210627,1-4 years,Respiratory syncytial virus,0.5
20210621,20210627,1-4 years,Rhinovirus,35.8
20210621,20210627,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),7.4
20210621,20210627,5-14 years,Adenovirus,0.5
20210621,20210627,5-14 years,Human metapneumovirus,0.3
20210621,20210627,5-14 years,Influenza - Type A (any subtype),0
20210621,20210627,5-14 years,Influenza - Type A (not subtyped),0
20210621,20210627,5-14 years,Influenza - Type A or B,0
20210621,20210627,5-14 years,Influenza - Type A(H1N1)pdm09,0
20210621,20210627,5-14 years,Influenza - Type A(H3),0
20210621,20210627,5-14 years,Influenza - Type B,0
20210621,20210627,5-14 years,Mycoplasma pneumoniae,0
20210621,20210627,5-14 years,Parainfluenza virus,1.2
20210621,20210627,5-14 years,Respiratory syncytial virus,0
20210621,20210627,5-14 years,Rhinovirus,2.7
20210621,20210627,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.3
20210621,20210627,15-44 years,Adenovirus,0.1
20210621,20210627,15-44 years,Human metapneumovirus,0
20210621,20210627,15-44 years,Influenza - Type A (any subtype),0
20210621,20210627,15-44 years,Influenza - Type A (not subtyped),0
20210621,20210627,15-44 years,Influenza - Type A or B,0
20210621,20210627,15-44 years,Influenza - Type A(H1N1)pdm09,0
20210621,20210627,15-44 years,Influenza - Type A(H3),0
20210621,20210627,15-44 years,Influenza - Type B,0
20210621,20210627,15-44 years,Mycoplasma pneumoniae,0
20210621,20210627,15-44 years,Parainfluenza virus,0.3
20210621,20210627,15-44 years,Respiratory syncytial virus,0
20210621,20210627,15-44 years,Rhinovirus,0.9
20210621,20210627,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0.3
20210621,20210627,45-64 years,Adenovirus,0.1
20210621,20210627,45-64 years,Human metapneumovirus,0
20210621,20210627,45-64 years,Influenza - Type A (any subtype),0
20210621,20210627,45-64 years,Influenza - Type A (not subtyped),0
20210621,20210627,45-64 years,Influenza - Type A or B,0
20210621,20210627,45-64 years,Influenza - Type A(H1N1)pdm09,0
20210621,20210627,45-64 years,Influenza - Type A(H3),0
20210621,20210627,45-64 years,Influenza - Type B,0
20210621,20210627,45-64 years,Mycoplasma pneumoniae,0
20210621,20210627,45-64 years,Parainfluenza virus,0.5
20210621,20210627,45-64 years,Respiratory syncytial virus,0
20210621,20210627,45-64 years,Rhinovirus,0.2
20210621,20210627,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20210621,20210627,65-74 years,Adenovirus,0.2
20210621,20210627,65-74 years,Human metapneumovirus,0
20210621,20210627,65-74 years,Influenza - Type A (any subtype),0
20210621,20210627,65-74 years,Influenza - Type A (not subtyped),0
20210621,20210627,65-74 years,Influenza - Type A or B,0
20210621,20210627,65-74 years,Influenza - Type A(H1N1)pdm09,0
20210621,20210627,65-74 years,Influenza - Type A(H3),0
20210621,20210627,65-74 years,Influenza - Type B,0
20210621,20210627,65-74 years,Mycoplasma pneumoniae,0
20210621,20210627,65-74 years,Parainfluenza virus,0.7
20210621,20210627,65-74 years,Respiratory syncytial virus,0
20210621,20210627,65-74 years,Rhinovirus,0.5
20210621,20210627,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210621,20210627,75+ years,Adenovirus,0.6
20210621,20210627,75+ years,Human metapneumovirus,0
20210621,20210627,75+ years,Influenza - Type A (any subtype),0
20210621,20210627,75+ years,Influenza - Type A (not subtyped),0
20210621,20210627,75+ years,Influenza - Type A or B,0
20210621,20210627,75+ years,Influenza - Type A(H1N1)pdm09,0
20210621,20210627,75+ years,Influenza - Type A(H3),0
20210621,20210627,75+ years,Influenza - Type B,0
20210621,20210627,75+ years,Mycoplasma pneumoniae,0
20210621,20210627,75+ years,Parainfluenza virus,0.6
20210621,20210627,75+ years,Respiratory syncytial virus,0
20210621,20210627,75+ years,Rhinovirus,0.6
20210621,20210627,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0.9
20210628,20210704,<1 years,Adenovirus,8.2
20210628,20210704,<1 years,Human metapneumovirus,0
20210628,20210704,<1 years,Influenza - Type A (any subtype),0
20210628,20210704,<1 years,Influenza - Type A (not subtyped),0
20210628,20210704,<1 years,Influenza - Type A or B,0
20210628,20210704,<1 years,Influenza - Type A(H1N1)pdm09,0
20210628,20210704,<1 years,Influenza - Type A(H3),0
20210628,20210704,<1 years,Influenza - Type B,0
20210628,20210704,<1 years,Mycoplasma pneumoniae,0
20210628,20210704,<1 years,Parainfluenza virus,35
20210628,20210704,<1 years,Respiratory syncytial virus,6.2
20210628,20210704,<1 years,Rhinovirus,49.3
20210628,20210704,<1 years,Seasonal coronavirus (Non-SARS-CoV-2),4.1
20210628,20210704,1-4 years,Adenovirus,9.8
20210628,20210704,1-4 years,Human metapneumovirus,0.9
20210628,20210704,1-4 years,Influenza - Type A (any subtype),0
20210628,20210704,1-4 years,Influenza - Type A (not subtyped),0
20210628,20210704,1-4 years,Influenza - Type A or B,0
20210628,20210704,1-4 years,Influenza - Type A(H1N1)pdm09,0
20210628,20210704,1-4 years,Influenza - Type A(H3),0
20210628,20210704,1-4 years,Influenza - Type B,0
20210628,20210704,1-4 years,Mycoplasma pneumoniae,0
20210628,20210704,1-4 years,Parainfluenza virus,32.5
20210628,20210704,1-4 years,Respiratory syncytial virus,1.9
20210628,20210704,1-4 years,Rhinovirus,29.3
20210628,20210704,1-4 years,Seasonal coronavirus (Non-SARS-CoV-2),5.1
20210628,20210704,5-14 years,Adenovirus,0.3
20210628,20210704,5-14 years,Human metapneumovirus,0.2
20210628,20210704,5-14 years,Influenza - Type A (any subtype),0
20210628,20210704,5-14 years,Influenza - Type A (not subtyped),0
20210628,20210704,5-14 years,Influenza - Type A or B,0
20210628,20210704,5-14 years,Influenza - Type A(H1N1)pdm09,0
20210628,20210704,5-14 years,Influenza - Type A(H3),0
20210628,20210704,5-14 years,Influenza - Type B,0
20210628,20210704,5-14 years,Mycoplasma pneumoniae,0
20210628,20210704,5-14 years,Parainfluenza virus,1.3
20210628,20210704,5-14 years,Respiratory syncytial virus,0
20210628,20210704,5-14 years,Rhinovirus,2.7
20210628,20210704,5-14 years,Seasonal coronavirus (Non-SARS-CoV-2),0.3
20210628,20210704,15-44 years,Adenovirus,0.1
20210628,20210704,15-44 years,Human metapneumovirus,0
20210628,20210704,15-44 years,Influenza - Type A (any subtype),0
20210628,20210704,15-44 years,Influenza - Type A (not subtyped),0
20210628,20210704,15-44 years,Influenza - Type A or B,0
20210628,20210704,15-44 years,Influenza - Type A(H1N1)pdm09,0
20210628,20210704,15-44 years,Influenza - Type A(H3),0
20210628,20210704,15-44 years,Influenza - Type B,0
20210628,20210704,15-44 years,Mycoplasma pneumoniae,0
20210628,20210704,15-44 years,Parainfluenza virus,0.1
20210628,20210704,15-44 years,Respiratory syncytial virus,0
20210628,20210704,15-44 years,Rhinovirus,0.6
20210628,20210704,15-44 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210628,20210704,45-64 years,Adenovirus,0.1
20210628,20210704,45-64 years,Human metapneumovirus,0
20210628,20210704,45-64 years,Influenza - Type A (any subtype),0
20210628,20210704,45-64 years,Influenza - Type A (not subtyped),0
20210628,20210704,45-64 years,Influenza - Type A or B,0
20210628,20210704,45-64 years,Influenza - Type A(H1N1)pdm09,0
20210628,20210704,45-64 years,Influenza - Type A(H3),0
20210628,20210704,45-64 years,Influenza - Type B,0
20210628,20210704,45-64 years,Mycoplasma pneumoniae,0
20210628,20210704,45-64 years,Parainfluenza virus,0.2
20210628,20210704,45-64 years,Respiratory syncytial virus,0
20210628,20210704,45-64 years,Rhinovirus,0.1
20210628,20210704,45-64 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210628,20210704,65-74 years,Adenovirus,0
20210628,20210704,65-74 years,Human metapneumovirus,0
20210628,20210704,65-74 years,Influenza - Type A (any subtype),0
20210628,20210704,65-74 years,Influenza - Type A (not subtyped),0
20210628,20210704,65-74 years,Influenza - Type A or B,0
20210628,20210704,65-74 years,Influenza - Type A(H1N1)pdm09,0
20210628,20210704,65-74 years,Influenza - Type A(H3),0
20210628,20210704,65-74 years,Influenza - Type B,0
20210628,20210704,65-74 years,Mycoplasma pneumoniae,0
20210628,20210704,65-74 years,Parainfluenza virus,0.3
20210628,20210704,65-74 years,Respiratory syncytial virus,0
20210628,20210704,65-74 years,Rhinovirus,0.7
20210628,20210704,65-74 years,Seasonal coronavirus (Non-SARS-CoV-2),0
20210628,20210704,75+ years,Adenovirus,0.2
20210628,20210704,75+ years,Human metapneumovirus,0.4
20210628,20210704,75+ years,Influenza - Type A (any subtype),0
20210628,20210704,75+ years,Influenza - Type A (not subtyped),0
20210628,20210704,75+ years,Influenza - Type A or B,0
20210628,20210704,75+ years,Influenza - Type A(H1N1)pdm09,0
20210628,20210704,75+ years,Influenza - Type A(H3),0
20210628,20210704,75+ years,Influenza - Type B,0
20210628,20210704,75+ years,Mycoplasma pneumoniae,0
20210628,20210704,75+ years,Parainfluenza virus,0.9
20210628,20210704,75+ years,Respiratory syncytial virus,0
20210628,20210704,75+ years,Rhinovirus,1.5
20210628,20210704,75+ years,Seasonal coronavirus (Non-SARS-CoV-2),0.2
20210705,20210711,<1 years,Adenovirus,10.3
20210705,20210711,<1 years,Human metapneumovirus,0
20210705,20210711,<1 years,Influenza - Type A (any subtype),0
20210705,20210711,<1 years,Influenza - Type A (not subtyped),0
20210705,20210711,<1 years,Influenza - Type A or B,0
20210705,20210711,<1 years,Influenza - Type A(H1N1)pdm09,0
20210705,20210711,<1 years,Influenza - Type A(H3),0
20210705,20210711,<1 years,Influenza - Type B,0
